Demand,Normalized_net,Temprature
1224.362842,0.562219884,-3.9
1260.469153,0.57879968,-2.5
1382.1,0.634651816,-1.5
1421.0,0.652514457,-1.0
1404.3,0.64484592,-0.9
1358.8,0.623952599,-0.6
1280.5,0.587997721,-0.3
1170.7,0.537578237,-0.1
1067.6,0.490235351,-0.1
1000.7,0.459515283,-0.4
960.7,0.441147529,-1.2
939.2,0.431274861,-1.4
934.9,0.429300328,-1.7
947.5,0.43508617,-2.0
1014.1,0.46566848,-1.7
1135.5,0.521414613,-1.7
1187.865185,0.545460384,-1.5
1161.132351,0.533184831,-1.9
1146.184222,0.526320742,-2.2
1118.400123,0.513562455,-2.1
1101.096516,0.505616745,-3.4
1095.100297,0.502863318,-4.3
1106.709789,0.508194326,-5.1
1140.75405,0.523827241,-4.4
1195.386224,0.548913999,-4.6
1303.270048,0.598453587,-5.0
1461.1,0.67092813,-5.3
1536.9,0.705735024,-5.6
1523.8,0.699719584,-6.3
1485.7,0.682224299,-7.2
1413.3,0.648978664,-8.2
1312.1,0.602508247,-9.6
